,id,quantity,name,price,fs_receipt_id,fs_receipt_issue_date,org_id,org_ico,org_dic,org_building_number,org_country,org_ic_dph,org_municipality,org_postal_code,org_name,org_street_name,unit_id,unit_building_number,unit_country,unit_municipality,unit_postal_code,unit_property_registration_number,unit_street_name,unit_name,ai_name_without_brand_and_quantity,ai_name_in_english_without_brand_and_quantity,ai_brand,ai_category,ai_quantity_value,ai_quantity_unit,unit_latitude,unit_longitude
1165,2110,1.0,22C Chrumkavá kačica,6.8,183,2023-10-18 11:32:21.000000 +00:00,74,51734150,2120774029,3,Slovensko,SK2120774029,Bratislava - mestská časť Ružinov,,"C&B BANG Tofu, s. r. o.",Mliekárenská,82,,Slovensko,Bratislava - mestská časť Ružinov,82109,3,Mliekárenská,,Chrumkavá kačica,Crispy Duck,,Meat,,,,
1166,2113,2.0,obalMENU,0.8,183,2023-10-18 11:32:21.000000 +00:00,74,51734150,2120774029,3,Slovensko,SK2120774029,Bratislava - mestská časť Ružinov,,"C&B BANG Tofu, s. r. o.",Mliekárenská,82,,Slovensko,Bratislava - mestská časť Ružinov,82109,3,Mliekárenská,,Obal,Package,,other,,,,
1167,2112,1.0,MENU 4,7.6,183,2023-10-18 11:32:21.000000 +00:00,74,51734150,2120774029,3,Slovensko,SK2120774029,Bratislava - mestská časť Ružinov,,"C&B BANG Tofu, s. r. o.",Mliekárenská,82,,Slovensko,Bratislava - mestská časť Ružinov,82109,3,Mliekárenská,,Menu,Menu,,Eating,,,,
1168,2118,1.0,S&S hyg.vreckovky 42x 10 ks             ,3.95,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Hygienické vreckovky,Hygienic Tissues,S&S,Personal Care,,,48.1462159,17.1300312
1169,2120,1.0,dmBio kokosový nápoj neslad             ,2.95,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Kokosový Nápoj Neslad,Coconut Drink Unsweetened,dmBio,Beverage,,,48.1462159,17.1300312
1170,2117,2.0,S+S recy.vreckovky box 160              ,1.45,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Recyklované vreckovky,Recycled Tissues,S+S,Home Maintenance,160.0,count,48.1462159,17.1300312
1171,2119,1.0,S&S TP 3-vrst. 10x220 útrž              ,4.25,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,3-vrstvový Toaletný Papier,3-layer Toilet Paper,S&S,Paper Products,220.0,sheets,48.1462159,17.1300312
1172,2123,1.0,H&S Derma balzam Soothe 220             ,6.45,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Derma balzam Soothe,Derma Balm Soothe,H&S,Hygiene,220.0,ml,48.1462159,17.1300312
1173,2122,1.0,ebelin gumičky veľké špirál             ,3.55,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,veľké špirál gumičky,large spiral hair ties,ebelin,Accessories,,,48.1462159,17.1300312
1174,2121,1.0,Loreal make up                          ,15.95,187,2023-10-18 13:41:38.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Makeup,Makeup,Loreal,Cosmetics,,,48.1462159,17.1300312
1175,1137,1.0,KNEDLA.600g,2.7,56,2023-10-19 09:57:00.000000 +00:00,20,35795638,2020257448,,Slovensko,SK2020257448,Bratislava - mestská časť Ružinov,,EMKAR market s.r.o.,Dulovo nám.,25,,Slovensko,Bratislava,82109,11,Dulovo nám.,,Knedla,Dumpling,,Pastry,600.0,g,48.1491689,17.1346718
1176,1342,2.0,    450584 ŠUNKOVÝ SAMURAJ - SE,3.49,89,2023-10-19 10:04:13.000000 +00:00,39,604381,2020491407,,Slovensko,SK2020491407,Bratislava - mestská časť Petržalka,,"OMV Slovensko, s.r.o.",Einsteinova,44,,Slovensko,Tekovské Nemce,96654,,diaľničné odpočívadlo smer NR-ZV,,Šunkový,Ham,,Meat Products,,,34.220389,70.3800314
1177,1341,2.0,    466446 Espresso El Salvador,1.9,89,2023-10-19 10:04:13.000000 +00:00,39,604381,2020491407,,Slovensko,SK2020491407,Bratislava - mestská časť Petržalka,,"OMV Slovensko, s.r.o.",Einsteinova,44,,Slovensko,Tekovské Nemce,96654,,diaľničné odpočívadlo smer NR-ZV,,Espresso,Espresso,,Coffee,,,34.220389,70.3800314
1178,1086,1.0,NIMENRIX INJ    1X3ML(+S2,47.81,53,2023-10-19 10:05:22.000000 +00:00,19,47205083,2023803452,1,Slovensko,SK2023803452,Bratislava - mestská časť Dúbravka,,EFLEK s. r. o.,Plachého,24,56,Slovensko,Bratislava,82108,,Košická,,Injekcia,Injection,NIMENRIX,Medical Supplies,3.0,ml,34.220389,70.3800314
1179,1085,1.0,StrepHerbal Junior pastilky s vitamínom C a zinkom 1x24 ks,8.03,53,2023-10-19 10:05:22.000000 +00:00,19,47205083,2023803452,1,Slovensko,SK2023803452,Bratislava - mestská časť Dúbravka,,EFLEK s. r. o.,Plachého,24,56,Slovensko,Bratislava,82108,,Košická,,Junior pastilky s vitamínom C a zinkom,Junior lozenges with vitamin C and zinc,StrepHerbal,hygiene,24.0,pcs,34.220389,70.3800314
1180,2022,1.0,VEGAN Čoko-kokos torta,4.2,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Čoko-kokos torta,Chocolate-Coconut Cake,,Dairy/Desserts,,,48.1506544,17.1354396
1181,2019,1.0,Krabica tortová,0.9,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Krabica tortová,Cake Box,,Packaging,,,48.1506544,17.1354396
1182,2020,1.0,Jablkové pité,2.9,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Jablkové pité,Apple Pie,,Pastry,,,48.1506544,17.1354396
1183,2021,1.0,Čokokolač,2.9,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Čokoladni kolač,Chocolate Cake,,Snacks,,,48.1506544,17.1354396
1184,2024,1.0,Brownies,3.2,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Brownies,Brownies,,Pastry,,,48.1506544,17.1354396
1185,2023,1.0,VEGAN Jablčník,3.9,165,2023-10-20 08:11:07.000000 +00:00,25,47812745,2024111177,3,Slovensko,SK2024111177,Bratislava - mestská časť Ružinov,,"Fertucha, s. r. o.",Pri strelnici,29,,Slovensko,Bratislava,82108,46,Košická,,Jablčník,Apple Pie,,Soy Products,,,48.1506544,17.1354396
1186,1728,1.0,Babič. kvás.boch405g,1.69,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kvásková Bochánka,Sourdough Bun,,Bakery,405.0,g,48.1158152,17.1073901
1187,1740,1.0,VA LEGO Kai Rapt.   ,3.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kai Raptor,Kai Raptor,LEGO,toys,,,48.1158152,17.1073901
1188,1734,1.0,Citróny 500g        ,0.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Citróny,Lemons,,Fruits,500.0,g,48.1158152,17.1073901
1189,1722,0.654,Kráľ.stehná celé    ,5.489296636085626,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Celé stehná,Whole thighs,,Meat,,,48.1158152,17.1073901
1190,1715,1.0,"K.Sleď fil v PO,200g",1.59,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Sleď filé v oleji,Herring Fillet in Oil,K,Snacks,200.0,g,48.1158152,17.1073901
1191,1709,1.0,Nimm2 Sml.Shak. 90g ,0.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Soft Candy,Soft Candy,Nimm2,snacks,90.0,g,48.1158152,17.1073901
1192,1705,1.0,Lízatko guľaté 8g   ,0.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Guľaté lízatko,Round Lollipop,,Confectionery,8.0,kg,48.1158152,17.1073901
1193,1741,1.0,VA LEGO Kvap.jaskyňa,3.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kvapľová jaskyňa,Drip Cave,LEGO,toys,,,48.1158152,17.1073901
1194,1739,6.0,"Šariš 12% zlatá 0,5l",0.69,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Zlatá Pivo,Golden Beer,Šariš,Beverage,0.5,l,48.1158152,17.1073901
1195,1738,6.0,"Krušovice10%0,5l    ",0.85,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,10% Pivo,10% Beer,Krušovice,Beer,0.5,l,48.1158152,17.1073901
1196,1737,6.0,"ZB rad. C-B-M 0,5l  ",0.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Radler,Radler Beer,Zlatý Bažant,Beer,0.5,l,48.1158152,17.1073901
1197,1736,1.0,K.Snack solený 125g ,1.29,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Solený Snack,Salty Snack,K,Snacks,125.0,g,48.1158152,17.1073901
1198,1735,1.0,NamexBieleLup.100g  ,1.59,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Biele Lupina,White Lupine,Namex,Home Maintenance,100.0,g,48.1158152,17.1073901
1199,1733,1.0,Hrozno tm.bezk. 500g,1.69,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Hrozno tmavé bezkôstkové,Seedless Dark Grapes,,Fruit,500.0,g,48.1158152,17.1073901
1200,1732,2.0,Parad miniroma 250g ,1.79,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Paradajky mini,Mini Tomatoes,,Vegetable,250.0,kg,48.1158152,17.1073901
1201,1731,20.0,Záloha Plechovka #  ,0.15,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Záloha,Deposit,,Deposit,,,48.1158152,17.1073901
1202,1712,1.0,"Halls 33,5g         ",0.75,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Cough Drops,Cough Drops,Halls,Confectionery,33.5,g,48.1158152,17.1073901
1203,1714,1.0,K.Sleď.par.om.      ,1.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Sleď v paradajkovej omáčke,Herring in Tomato Sauce,,Sauces,,,48.1158152,17.1073901
1204,1713,1.0,Nutella 350g        ,3.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Lieskovooriešková čokoládová nátierka,Chocolate Hazelnut Spread,Nutella,"Jams, Marmalade, Honey",350.0,kg,48.1158152,17.1073901
1205,1706,3.0,Bev.kozm.vrec.90ks  ,1.09,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kozmetické vreckovky,Cosmetic Pads,,Beauty,90.0,pcs,48.1158152,17.1073901
1206,1730,2.0,"Zl.Baž.´73 0,5l     ",1.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,'73 Pivo,'73 Beer,Zlatý Bažant,Beer,0.5,l,48.1158152,17.1073901
1207,1729,1.0,KBio. Mrkva 1kg     ,1.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Bio Mrkva,Organic Carrot,Kaufland,Vegetable,1.0,kg,48.1158152,17.1073901
1208,1727,1.0,Müsli s jahod.750g  ,2.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Müsli s jahodami,Strawberry Muesli,,Cereal,750.0,g,48.1158152,17.1073901
1209,1726,1.0,K.Ryža guľatozrnn1kg,1.49,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Guľatozrnná ryža,Round Grain Rice,Kaufland,Rice,1.0,kg,48.1158152,17.1073901
1210,1725,0.674,Kráľ.stehná celé    ,5.489614243323442,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kuracie Stehná Celé,Whole Chicken Legs,,Meat,,,48.1158152,17.1073901
1211,1724,0.705,ZLT Kur.Dolné stehná,4.184397163120568,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kuracie stehná,Chicken Thighs,,Meat,,,48.1158152,17.1073901
1212,1723,0.806,ZLT Kur.Dolné stehná,4.193548387096774,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Kuracie stehná,Chicken Thighs,,Meat,,,48.1158152,17.1073901
1213,1721,2.0,K.Maslo 250g        ,2.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Maslo,Butter,,Dairy,250.0,g,48.1158152,17.1073901
1214,1720,2.0,"ZLT Mlieko 3,6% 1l  ",1.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Mlieko,Milk,ZLT,Milk,1.0,l,48.1158152,17.1073901
1215,1719,2.0,K-ZLTSm.nát.nat.200g,1.29,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Nátierka Prírodná,Natural Cream Cheese,Kaufland,Spread,200.0,g,48.1158152,17.1073901
1216,1718,1.0,ZLT zrej. Syr 110g  ,1.39,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Zrejúci Syr,Aged Cheese,ZLT,Dairy,110.0,g,48.1158152,17.1073901
1217,1717,1.0,ZLT Niva syr 120g   ,1.19,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Niva syr,Niva Cheese,ZLT,Cheese,120.0,g,48.1158152,17.1073901
1218,1716,2.0,Sardin.-par.o.125g  ,0.99,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Sardinky v Oleji,Sardines in Oil,,Canned Fish,125.0,kg,48.1158152,17.1073901
1219,1707,1.0,K.Toal.papier 10ks  ,4.89,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Toaletný Papier,Toilet Paper,,Home Maintenance,10.0,pieces,48.1158152,17.1073901
1220,1708,1.0,Maoam karam. 110g   ,1.15,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,karamely,Caramels,Maoam,Confectionery,110.0,kg,48.1158152,17.1073901
1221,1710,1.0,Haribo 100g         ,0.79,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Sweets,Sweets,Haribo,Snacks,100.0,g,48.1158152,17.1073901
1222,1711,1.0,K.Van.cukor5x20g    ,0.59,135,2023-10-20 11:31:53.000000 +00:00,2,35790164,2020234216,41/A,Slovensko,SK2020234216,Bratislava - mestská časť Nové Mesto,,Kaufland Slovenská republika v.o.s.,Trnavská cesta,62,30,Slovensko,Bratislava,85106,3647,Jantárová cesta,,Vanilkový cukor,Vanilla Sugar,Kaufland,Sugar,20.0,g,48.1158152,17.1073901
1223,1386,1.0,Paw Patrol ovoc.kapsička 10             ,1.25,99,2023-10-23 10:04:12.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Ovocná Kapsička,Fruit Pouch,,Fruit Snacks,,,48.1462159,17.1300312
1224,1389,1.0,"babylove BIO det. mlieko, 5             ",4.75,99,2023-10-23 10:04:12.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Bio Detergent Milk,Organic Detergent Milk,babylove,Baby Supplies,,,48.1462159,17.1300312
1225,1387,1.0,"babylove BIO jabl.jah,1R,10             ",0.75,99,2023-10-23 10:04:12.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,BIO jablko-jahoda,BIO apple-strawberry,babylove,baby food,,,48.1462159,17.1300312
1226,1388,1.0,"babylove BIO mango, ban,100             ",0.75,99,2023-10-23 10:04:12.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Mango Banana Puree,Mango Banana Puree,babylove,Fruit,100.0,g,48.1462159,17.1300312
1227,1767,1.0,Ov.kapsička-jahoda  ,0.65,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Jahoda Kapsička,Strawberry Pouch,,Baby Food,,,48.1466793,17.1236678
1228,1780,0.702,Banány              ,0.8831908831908832,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Banány,Bananas,,Fruit,,,48.1466793,17.1236678
1229,1774,1.0,Mang. Klobása pure  ,3.49,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Klobása Pure,Sausage Pure,,Meat Products,,,48.1466793,17.1236678
1230,1773,2.0,Vieden. párky Pure  ,2.29,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Viedenské párky,Vienna Sausages,,Meat Products,,,48.1466793,17.1236678
1231,1770,2.0,426118 De maska     ,1.49,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Maska,Mask,,Beauty,,,48.1466793,17.1236678
1232,1783,3.0,391559 Darč.papier  ,1.19,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Darčekový papier,Gift Paper,,Gift Wrap,,,48.1466793,17.1236678
1233,1782,1.0,Biele lupienky soľ  ,1.29,137,2023-10-23 10:34:08.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Biele lupienky soľ,White Chips Salt,,Snacks,,,48.1466793,17.1236678
